Player,Team,Position,Age,Date.of.Birth,Birth.City,Birth.State.Province,Birth.Country,Nationality,Height..in.,Weight..lbs.,Draft.Year,Draft.Team,Draft.Round,Round.Pick,Overall.Draft.Position
CORY.MURPHY,T.B,D,40,1978-02-13,Kanata,ON,CAN,CAN,69,175,-,-,-,-,-
CORY.STILLMAN,FLA,L,44,1973-12-20,Peterborough,ON,CAN,CAN,72,193,1992,CGY,1,6,6
CRAIG.ADAMS,PIT,R,41,1977-04-26,Seria,,BRN,CAN,72,200,1996,HFD,9,8,223
CRAIG.MACDONALD,CBJ,C,41,1977-04-07,Antigonish,NS,CAN,CAN,73,201,1996,HFD,4,8,88
CRAIG.RIVET,BUF,D,44,1974-09-13,North Bay,ON,CAN,CAN,74,207,1992,MTL,3,20,68
CRAIG.WELLER,MIN,R,37,1981-03-17,Calgary,AB,CAN,CAN,76,220,2000,STL,5,37,167
CURTIS.GLENCROSS,CGY,L,35,1982-12-28,Kindersley,SK,CAN,CAN,73,197,-,-,-,-,-
DAN.BOYLE,S.J,D,42,1976-07-12,Ottawa,ON,CAN,CAN,71,194,-,-,-,-,-
DAN.FRITSCHE,MIN,C,33,1985-07-13,Parma,OH,USA,USA,73,204,2003,CBJ,2,16,46
DAN.FRITSCHE,NYR,C,33,1985-07-13,Parma,OH,USA,USA,73,204,2003,CBJ,2,16,46
DAN.LACOUTURE,CAR,L,41,1977-04-18,Hyannis,MA,USA,USA,74,215,1996,NYI,2,3,29
DANIEL.CARCILLO,PHI,L,33,1985-01-28,King City,ON,CAN,CAN,72,200,2003,PIT,3,5,73
DANIEL.TJARNQVIST,COL,D,41,1976-10-14,Umea,,SWE,SWE,73,207,1995,FLA,4,10,88
DANNY.SYVRET,PHI,D,33,1985-06-13,Millgrove,ON,CAN,CAN,72,205,2005,EDM,3,20,81
DARCY.HORDICHUK,VAN,L,38,1980-08-10,Kamsack,SK,CAN,CAN,73,215,2000,ATL,6,13,180
DARCY.TUCKER,COL,R,43,1975-03-15,Castor,AB,CAN,CAN,70,178,1993,MTL,6,21,151
DARROLL.POWE,PHI,C,33,1985-06-22,Saskatoon,SK,CAN,CAN,71,212,-,-,-,-,-
DARRYL.SYDOR,DAL,D,46,1972-05-13,Edmonton,AB,CAN,CAN,73,211,1990,L.A,1,7,7
DAVID.HALE,PHX,D,37,1981-06-18,Colorado Springs,CO,USA,USA,73,222,2000,N.J,1,22,22
DAVID.KOCI,STL,L,37,1981-05-12,Prague,,CZE,CZE,78,238,2000,PIT,5,16,146
DAVID.KOCI,T.B,L,37,1981-05-12,Prague,,CZE,CZE,78,238,2000,PIT,5,16,146
DAVID.SCHLEMKO,PHX,D,31,1987-05-07,Edmonton,AB,CAN,CAN,73,189,-,-,-,-,-
DAVID.SLOANE,PHI,R,33,1985-04-06,Ambler,PA,USA,USA,76,220,-,-,-,-,-
DAVID.VAN.DER.GULIK,CGY,L,35,1983-04-20,Abbotsford,BC,CAN,CAN,70,173,2002,CGY,7,9,206
DAVIS.DREWISKE,L.A,D,33,1984-11-22,Hudson,WI,USA,USA,74,222,-,-,-,-,-
DEAN.MCAMMOND,NYI,C,45,1973-06-15,Grand Cache,AB,CAN,CAN,71,195,1991,CHI,1,22,22
DENIS.GAUTHIER,L.A,D,41,1976-10-01,Montreal,QC,CAN,CAN,74,220,1995,CGY,1,20,20
DEREK.DORSETT,CBJ,R,31,1986-12-20,Kindersley,SK,CAN,CAN,72,192,2006,CBJ,7,6,189
DEREK.JOSLIN,S.J,D,31,1987-03-17,Richmond Hill,ON,CAN,CAN,73,210,2005,S.J,5,24,149
DEREK.MORRIS,NYR,D,40,1978-08-24,Edmonton,AB,CAN,CAN,72,210,1996,CGY,1,13,13
DEREK.PELTIER,COL,D,33,1985-03-14,Plymouth,MN,USA,USA,71,190,2004,COL,6,21,184
DMITRI.KALININ,NYR,D,38,1980-07-22,Chelyabinsk,,RUS,RUS,75,210,1998,BUF,1,18,18
DMITRI.KALININ,PHX,D,38,1980-07-22,Chelyabinsk,,RUS,RUS,75,210,1998,BUF,1,18,18
DOMINIC.MOORE,BUF,C,38,1980-08-03,Thornhill,ON,CAN,CAN,72,192,2000,NYR,3,30,95
DOUG.JANIK,DAL,D,38,1980-03-26,Agawam,MA,USA,USA,74,211,1999,BUF,2,27,55
DOUG.JANIK,MTL,D,38,1980-03-26,Agawam,MA,USA,USA,74,211,1999,BUF,2,27,55
DOUG.WEIGHT,NYI,C,47,1971-01-21,Detroit,MI,USA,USA,71,202,1990,NYR,2,13,34
DREW.DOUGHTY,L.A,D,28,1989-12-08,London,ON,CAN,CAN,73,200,2008,L.A,1,2,2
DUSTIN.JEFFREY,PIT,L,30,1988-02-27,Sarnia,ON,CAN,CAN,73,205,2007,PIT,6,20,171
DWIGHT.HELMINEN,CAR,C,35,1983-06-22,Hancock,MI,USA,USA,70,191,2002,EDM,8,15,244
ERIC.GODARD,PIT,R,38,1980-03-07,Vernon,BC,CAN,CAN,76,222,-,-,-,-,-
ERIK.CHRISTENSEN,ANA,C,34,1983-12-17,Edmonton,AB,CAN,CAN,73,200,2002,PIT,3,6,69
ERIK.COLE,EDM,L,39,1978-11-06,Oswego,NY,USA,USA,74,205,1998,CAR,3,13,71
ERIK.REITZ,MIN,D,36,1982-07-29,Detroit,MI,USA,USA,73,222,2000,MIN,6,3,170
ERIK.REITZ,NYR,D,36,1982-07-29,Detroit,MI,USA,USA,73,222,2000,MIN,6,3,170
EVGENY.ARTYUKHIN,T.B,R,35,1983-04-04,Moscow,,RUS,RUS,76,255,2001,T.B,3,31,94
FABIAN.BRUNNSTROM,DAL,L,33,1985-02-06,Jonstorp,,SWE,SWE,73,206,-,-,-,-,-
FEDOR.TYUTIN,CBJ,D,35,1983-07-19,Izhevsk,,RUS,RUS,74,221,2001,NYR,2,10,40
FILIP.KUBA,OTT,D,41,1976-12-29,Ostrava,,CZE,CZE,76,225,1995,FLA,8,10,192
GARRETT.STAFFORD,DAL,D,38,1980-01-28,Los Angeles,CA,USA,USA,73,207,-,-,-,-,-
GARTH.MURRAY,PHX,C,36,1982-09-17,Regina,SK,CAN,CAN,74,210,2001,NYR,3,16,79
GARY.ROBERTS,T.B,L,52,1966-05-23,North York,ON,CAN,CAN,74,215,1984,CGY,1,12,12
GEOFF.KINRADE,T.B,D,33,1985-07-29,Nelson,BC,CAN,CAN,72,195,-,-,-,-,-
GEORGES.LARAQUE,MTL,R,41,1976-12-07,Montreal,QC,CAN,CAN,76,245,1995,EDM,2,5,31
GILBERT.BRULE,EDM,C,31,1987-01-01,Edmonton,AB,CAN,CAN,71,187,2005,CBJ,1,6,6
GLEN.METROPOLIT,MTL,C,44,1974-06-25,Toronto,ON,CAN,CAN,70,196,-,-,-,-,-
GLEN.METROPOLIT,PHI,C,44,1974-06-25,Toronto,ON,CAN,CAN,70,196,-,-,-,-,-
GRAHAM.MINK,WSH,R,39,1979-05-21,Stowe,VT,USA,USA,74,225,-,-,-,-,-
GRANT.LEWIS,ATL,D,33,1985-01-20,Pittsburgh,PA,USA,USA,75,190,2004,ATL,2,10,40
IVAN.VISHNEVSKIY,DAL,D,30,1988-02-18,Barnaul,,RUS,RUS,72,193,2006,DAL,1,27,27
JAIME.SIFERS,TOR,D,35,1983-01-18,Stratford,CT,USA,USA,71,198,-,-,-,-,-
JAKUB.PETRUZALEK,CAR,C,33,1985-04-24,Litvinov,,CZE,CZE,70,176,2004,NYR,9,8,266
JAKUB.VORACEK,CBJ,R,29,1989-08-15,Kladno,,CZE,CZE,74,214,2007,CBJ,1,7,7
JAMAL.MAYERS,TOR,R,43,1974-10-24,Toronto,ON,CAN,CAN,73,222,1993,STL,4,11,89
JAMES.NEAL,DAL,L,31,1987-09-03,Whitby,ON,CAN,CAN,74,221,2005,DAL,2,3,33
JAMES.WISNIEWSKI,ANA,D,34,1984-02-21,Canton,MI,USA,USA,71,203,2002,CHI,5,25,156
JAMIE.FRASER,NYI,D,32,1985-11-17,Sarnia,ON,CAN,CAN,73,200,-,-,-,-,-
JAMIE.FRITSCH,PHI,D,33,1985-02-25,Odenton,MD,USA,USA,74,195,-,-,-,-,-
JAMIE.HEWARD,T.B,D,47,1971-03-30,Regina,SK,CAN,CAN,74,215,1989,PIT,1,16,16
JAMIE.LUNDMARK,CGY,C,37,1981-01-16,Edmonton,AB,CAN,CAN,72,197,1999,NYR,1,9,9
JAMIE.MCGINN,S.J,L,30,1988-08-05,Fergus,ON,CAN,CAN,73,205,2006,S.J,2,6,36
JANIS.SPRUKTS,FLA,C,36,1982-01-31,Riga,,LVA,LVA,75,235,2000,FLA,8,5,234
JANNE.NISKALA,T.B,D,36,1981-09-22,Vasteras,,SWE,FIN,72,187,2004,NSH,5,18,147
JANNE.PESONEN,PIT,L,36,1982-05-11,Suomussalmi,,FIN,FIN,71,180,2004,ANA,9,11,269
JARED.ROSS,PHI,C,36,1982-09-18,Huntsville,AL,USA,USA,70,175,-,-,-,-,-
JARKKO.RUUTU,OTT,L,43,1975-08-23,Helsinki,,FIN,FIN,73,204,1998,VAN,3,10,68
JARRET.STOLL,L.A,C,36,1982-06-24,Melville,SK,CAN,CAN,73,216,2002,EDM,2,6,36
JASON.GARRISON,FLA,D,33,1984-11-13,White Rock,BC,CAN,CAN,73,218,-,-,-,-,-
JASON.KROG,VAN,C,42,1975-10-09,Fernie,BC,CAN,CAN,71,185,-,-,-,-,-
JASON.SMITH,OTT,D,44,1973-11-02,Calgary,AB,CAN,CAN,75,220,1992,N.J,1,18,18
JASON.STRUDWICK,EDM,D,43,1975-07-17,Edmonton,AB,CAN,CAN,76,226,1994,NYI,3,11,63
JASON.WILLIAMS,ATL,C,38,1980-08-11,London,ON,CAN,CAN,71,192,-,-,-,-,-
JASON.WILLIAMS,CBJ,C,38,1980-08-11,London,ON,CAN,CAN,71,192,-,-,-,-,-
JAY.BEAGLE,WSH,C,32,1985-10-16,Calgary,AB,CAN,CAN,75,218,-,-,-,-,-
JAY.HARRISON,TOR,D,35,1982-11-03,Oshawa,ON,CAN,CAN,76,222,2001,TOR,3,19,82
JAY.LEACH,N.J,D,39,1979-09-02,Syracuse,NY,USA,USA,77,220,1998,PHX,5,1,115
JEFF.FINGER,TOR,D,38,1979-12-18,Houghton,MI,USA,USA,73,209,1999,COL,8,25,240
JEFF.HAMILTON,TOR,C,41,1977-09-04,Dayton,OH,USA,USA,70,185,-,-,-,-,-
JEFF.HOGGAN,PHX,R,40,1978-02-01,Hope,BC,CAN,CAN,73,193,-,-,-,-,-
JESSE.BOULERICE,EDM,R,40,1978-08-10,Plattsburgh,NY,USA,USA,74,215,1996,PHI,5,25,133
JESSE.JOENSUU,NYI,L,30,1987-10-05,Pori,,FIN,FIN,76,213,2006,NYI,2,30,60
JOAKIM.LINDSTROM,PHX,C,34,1983-12-05,Skellefteå,,SWE,SWE,72,187,2002,CBJ,2,11,41
JOE.CALLAHAN,NYI,D,35,1982-12-20,Brockton,MA,USA,USA,75,210,2002,PHX,3,7,70
JOE.MOTZKO,ATL,R,38,1980-03-14,Bemidji,MN,USA,USA,72,184,-,-,-,-,-
JOEL.RECHLICZ,NYI,R,31,1987-06-14,Brookfield,WI,USA,USA,76,220,-,-,-,-,-
JOEL.WARD,NSH,R,37,1980-12-02,North York,ON,CAN,CAN,73,225,-,-,-,-,-
JOEY.CRABB,ATL,R,35,1983-04-03,Anchorage,AK,USA,USA,73,190,2002,NYR,7,29,226
JOHN.MITCHELL,TOR,C,33,1985-01-22,Oakville,ON,CAN,CAN,73,204,2003,TOR,5,22,158
JOHN.NEGRIN,CGY,D,29,1989-03-25,West Vancouver,BC,CAN,CAN,74,195,2007,CGY,3,9,70
JOHN.SCOTT,MIN,L,35,1982-09-26,Edmonton,AB,CAN,CAN,80,260,-,-,-,-,-
JOHNNY.BOYCHUK,BOS,D,34,1984-01-19,Edmonton,AB,CAN,CAN,74,227,2002,COL,2,31,61
JON.KALINSKI,PHI,L,31,1987-05-25,Bonnyville,AB,CAN,CAN,73,175,2007,PHI,6,1,152
JONAS.FROGREN,TOR,D,38,1980-08-28,Falun,,SWE,SWE,73,189,1998,CGY,8,6,206
JONAS.JUNLAND,STL,D,30,1987-11-15,Linkoping,,SWE,SWE,74,200,2006,STL,3,1,64
JONI.PITKANEN,CAR,D,35,1983-09-19,Oulu,,FIN,FIN,75,220,2002,PHI,1,4,4
JORDAN.LEOPOLD,CGY,D,38,1980-08-03,Golden Valley,MN,USA,USA,73,206,1999,ANA,2,16,44
JOSEF.MELICHAR,CAR,D,39,1979-01-20,Ceské Budejovice,,CZE,CZE,74,220,1997,PIT,3,18,71
JOSEF.MELICHAR,T.B,D,39,1979-01-20,Ceské Budejovice,,CZE,CZE,74,220,1997,PIT,3,18,71
JOSH.BAILEY,NYI,R,28,1989-10-02,Bowmanville,ON,CAN,CAN,73,203,2008,NYI,1,9,9
JOSH.GRATTON,PHI,L,36,1982-09-09,Brantford,ON,CAN,CAN,74,215,-,-,-,-,-
JUSSI.JOKINEN,CAR,L,35,1983-04-01,Kalajoki,,FIN,FIN,72,191,2001,DAL,6,27,192
JUSTIN.WILLIAMS,L.A,R,36,1981-10-04,Cobourg,ON,CAN,CAN,73,188,2000,PHI,1,28,28
KARL.ALZNER,WSH,D,29,1988-09-24,Burnaby,BC,CAN,CAN,75,217,2007,WSH,1,5,5
KEITH.AUCOIN,WSH,C,39,1978-11-06,Waltham,MA,USA,USA,68,171,-,-,-,-,-
KEITH.BALLARD,FLA,D,35,1982-11-26,Baudette,MN,USA,USA,71,204,2002,BUF,1,11,11
KEN.KLEE,ANA,D,47,1971-04-24,Indianapolis,IN,USA,USA,73,210,1990,WSH,9,9,177
KEN.KLEE,PHX,D,47,1971-04-24,Indianapolis,IN,USA,USA,73,210,1990,WSH,9,9,177
KENNDAL.MCARDLE,FLA,L,31,1987-01-04,Toronto,ON,CAN,CAN,71,190,2005,FLA,1,20,20
KEVIN.PORTER,PHX,C,32,1986-03-12,Detroit,MI,USA,USA,72,190,2004,PHX,4,21,119
KEVIN.QUICK,T.B,D,30,1988-03-29,Buffalo,NY,USA,USA,72,181,2006,T.B,3,15,78
KEVIN.WESTGARTH,L.A,R,34,1984-02-07,Amherstburg,ON,CAN,CAN,76,234,-,-,-,-,-
KRIS.CHUCKO,CGY,L,32,1986-03-13,Burnaby,BC,CAN,CAN,74,190,2004,CGY,1,24,24
KRISTIAN.HUSELIUS,CBJ,L,39,1978-11-10,Osterhaninge,,SWE,SWE,74,184,1997,FLA,2,21,47
KRYS.KOLANOS,MIN,C,37,1981-07-27,Calgary,AB,CAN,CAN,74,195,2000,PHX,1,19,19
KURT.SAUER,PHX,D,37,1981-01-16,St. Cloud,MN,USA,USA,76,222,2000,COL,3,23,88
KURTIS.MCLEAN,NYI,R,37,1980-11-02,Kirkland Lake,ON,CAN,CAN,72,190,-,-,-,-,-
KYLE.GREENTREE,CGY,L,34,1983-11-15,Victoria,BC,CAN,CAN,75,215,-,-,-,-,-
KYLE.QUINCEY,L.A,D,33,1985-08-12,Kitchener,ON,CAN,CAN,74,210,2003,DET,4,31,132
KYLE.WELLWOOD,VAN,C,35,1983-05-16,Windsor,ON,CAN,CAN,70,181,2001,TOR,5,3,134
LANDON.WILSON,DAL,R,43,1975-03-13,St. Louis,MO,USA,USA,75,224,1993,TOR,1,19,19
LAURI.KORPIKOSKI,NYR,L,32,1986-07-28,Turku,,FIN,FIN,73,193,2004,NYR,1,19,19
LAWRENCE.NYCHOLAT,COL,D,39,1979-05-07,Calgary,AB,CAN,CAN,72,200,-,-,-,-,-
LAWRENCE.NYCHOLAT,VAN,D,39,1979-05-07,Calgary,AB,CAN,CAN,72,200,-,-,-,-,-
LEE.STEMPNIAK,TOR,R,35,1983-02-04,West Seneca,NY,USA,USA,71,195,2003,STL,5,12,148
LUBOMIR.VISNOVSKY,EDM,D,42,1976-08-11,Topolcany,,SVK,SVK,70,192,2000,L.A,4,22,118
LUCA.CAPUTI,PIT,L,29,1988-10-01,Toronto,ON,CAN,CAN,75,200,2007,PIT,4,20,111
LUCA.SBISA,PHI,D,28,1990-01-30,Ozieri,,ITA,CHE,74,209,2008,PHI,1,19,19
LUKAS.KRAJICEK,T.B,D,35,1983-03-11,Prostejov,,CZE,CZE,75,205,2001,FLA,1,24,24
LUKE.SCHENN,TOR,D,28,1989-11-02,Saskatoon,SK,CAN,CAN,74,229,2008,TOR,1,5,5
MAKSIM.MAYOROV,CBJ,L,29,1989-03-26,Leninogorsk,,RUS,RUS,74,198,2007,CBJ,4,3,94
MARC.ANDRE.BERGERON,MIN,D,37,1980-10-13,Trois-Rivieres,QC,CAN,CAN,69,190,-,-,-,-,-
MAREK.MALIK,T.B,D,43,1975-06-24,Ostrava,,CZE,CZE,78,235,1993,HFD,3,20,72
MAREK.ZIDLICKY,MIN,D,41,1977-02-03,Most,,CZE,CZE,71,190,2001,NYR,6,11,176
MARIAN.HOSSA,DET,R,39,1979-01-12,Stará Lubovna,,SVK,SVK,73,207,1997,OTT,1,12,12
MARK.GIORDANO,CGY,D,34,1983-10-03,Toronto,ON,CAN,CAN,72,198,-,-,-,-,-
MARK.MANCARI,BUF,R,33,1985-07-11,London,ON,CAN,CAN,76,208,2004,BUF,7,14,207
MARK.PARRISH,DAL,R,41,1977-02-02,Bloomington,MN,USA,USA,71,199,1996,COL,3,27,79
MARK.RECCHI,BOS,R,50,1968-02-01,Kamloops,BC,CAN,CAN,70,195,1988,PIT,4,4,67
MARK.RECCHI,T.B,R,50,1968-02-01,Kamloops,BC,CAN,CAN,70,195,1988,PIT,4,4,67
MARK.STREIT,NYI,D,40,1977-12-11,Bern,,CHE,CHE,71,186,2004,MTL,9,4,262
MARKUS.NASLUND,NYR,L,45,1973-07-30,Ornskoldsvik,,SWE,SWE,72,191,1991,PIT,1,16,16
MARTIN.ST.PIERRE,BOS,C,35,1983-08-11,Ottawa,ON,CAN,CAN,69,188,-,-,-,-,-
MARTINS.KARSUMS,BOS,R,32,1986-02-26,Riga,,LVA,LVA,70,198,2004,BOS,2,34,64
MARTINS.KARSUMS,T.B,R,32,1986-02-26,Riga,,LVA,LVA,70,198,2004,BOS,2,34,64
MARTY.REASONER,ATL,C,41,1977-02-26,Honeoye Falls,NY,USA,USA,73,197,1996,STL,1,14,14
MATHIEU.SCHNEIDER,ATL,D,49,1969-06-12,New York City,NY,USA,USA,71,192,1987,MTL,3,2,44
MATHIEU.SCHNEIDER,MTL,D,49,1969-06-12,New York City,NY,USA,USA,71,192,1987,MTL,3,2,44
MATS.SUNDIN,VAN,C,47,1971-02-13,Bromma,,SWE,SWE,77,231,1989,QUE,1,1,1
MATT.BELESKEY,ANA,L,30,1988-06-07,Windsor,ON,CAN,CAN,72,203,2006,ANA,4,19,112
MATT.CARKNER,OTT,D,37,1980-11-03,Winchester,ON,CAN,CAN,77,229,1999,MTL,2,30,58
MATT.CARLE,PHI,D,33,1984-09-25,Anchorage,AK,USA,USA,72,197,2003,S.J,2,17,47
MATT.CARLE,T.B,D,33,1984-09-25,Anchorage,AK,USA,USA,72,197,2003,S.J,2,17,47
MATT.COOKE,PIT,L,40,1978-09-07,Belleville,ON,CAN,CAN,71,216,1997,VAN,6,10,144
MATT.ELLIS,BUF,L,37,1981-08-31,Welland,ON,CAN,CAN,72,208,-,-,-,-,-
MATT.GREENE,L.A,D,35,1983-05-13,Grand Ledge,MI,USA,USA,75,236,2002,EDM,2,14,44
MATT.HALISCHUK,N.J,R,30,1988-06-01,Toronto,ON,CAN,CAN,72,180,2007,N.J,4,26,117
MATT.HENDRICKS,COL,L,37,1981-06-17,Blaine,MN,USA,USA,72,209,2000,NSH,5,1,131
MATT.LASHOFF,T.B,D,31,1986-09-29,East Greenbush,NY,USA,USA,74,204,2005,BOS,1,22,22
MATT.PELECH,CGY,R,31,1987-09-04,Toronto,ON,CAN,CAN,76,230,2005,CGY,1,26,26
MATT.PETTINGER,T.B,L,37,1980-10-22,Edmonton,AB,CAN,CAN,73,205,2000,WSH,2,13,43
MATT.WALKER,CHI,D,38,1980-04-07,Beaverlodge,AB,CAN,CAN,76,215,1998,STL,3,25,83
MATTHEW.LOMBARDI,PHX,C,36,1982-03-18,Montreal,QC,CAN,CAN,71,195,2002,CGY,3,27,90
MAX.PACIORETTY,MTL,L,29,1988-11-20,New Canaan,CT,USA,USA,74,206,2007,MTL,1,22,22
MICHAEL.FROLIK,FLA,R,30,1988-02-17,Kladno,,CZE,CZE,73,194,2006,FLA,1,10,10
MICHAEL.RYAN,CAR,C,38,1980-05-16,Boston,MA,USA,USA,73,188,1999,DAL,2,4,32
MICHAEL.RYDER,BOS,R,38,1980-03-31,Bonavista,NL,CAN,CAN,73,200,1998,MTL,8,16,216
MICHAEL.SAUER,NYR,D,31,1987-08-07,St. Cloud,MN,USA,USA,75,213,2005,NYR,2,10,40
MICHAEL.ZIGOMANIS,PIT,C,37,1981-01-17,Toronto,ON,CAN,CAN,72,200,2001,CAR,2,16,46
MICHAL.REPIK,FLA,R,29,1988-12-31,Vlasim,,CZE,CZE,70,180,2007,FLA,2,10,40
MICHEL.OUELLET,VAN,R,36,1982-03-05,Rimouski,QC,CAN,CAN,73,193,2000,PIT,4,28,124
MIKAEL.BACKLUND,CGY,C,29,1989-03-17,Vasteras,,SWE,SWE,73,199,2007,CGY,1,24,24
MIKE.BROWN,ANA,R,33,1985-06-24,Chicago,IL,USA,USA,71,205,2004,VAN,5,30,159
MIKE.CAMMALLERI,CGY,C,36,1982-06-08,Toronto,ON,CAN,CAN,69,185,2001,L.A,2,19,49
MIKE.COMMODORE,CBJ,D,38,1979-11-07,Fort Saskatchewan,AB,CAN,CAN,76,227,1999,N.J,2,14,42
MIKE.COMRIE,OTT,C,38,1980-09-11,Edmonton,AB,CAN,CAN,70,185,1999,EDM,3,25,91
MIKE.IGGULDEN,NYI,C,35,1982-11-09,St. Catharines,ON,CAN,CAN,75,215,-,-,-,-,-
MIKE.RUPP,N.J,L,38,1980-01-13,Cleveland,OH,USA,USA,77,235,2000,N.J,3,11,76
MIKE.SANTORELLI,NSH,C,32,1985-12-14,Vancouver,BC,CAN,CAN,72,189,2004,NSH,6,15,178
MIKE.VAN.RYN,TOR,D,39,1979-05-14,London,ON,CAN,CAN,73,213,1998,N.J,1,26,26
MIKE.VERNACE,COL,D,32,1986-05-26,Toronto,ON,CAN,CAN,72,216,2004,S.J,7,8,201
MIKE.WEAVER,STL,D,40,1978-05-02,Brampton,ON,CAN,CAN,70,186,-,-,-,-,-
MIKE.YORK,CBJ,L,40,1978-01-03,Waterford,MI,USA,USA,70,185,1997,NYR,6,2,136
MIKHAIL.GRABOVSKI,TOR,C,34,1984-01-31,Potsdam,,DEU,BLR,71,186,2004,MTL,5,21,150
MIKKEL.BOEDKER,PHX,L,28,1989-12-16,Brondby,,DNK,DNK,72,210,2008,PHX,1,8,8
MIKKO.LEHTONEN,BOS,R,31,1987-04-01,Espoo,,FIN,FIN,75,196,2005,BOS,3,22,83
MIROSLAV.SATAN,PIT,R,43,1974-10-22,Topolcany,,SVK,SVK,75,191,1993,EDM,5,7,111
MITCHELL.FRITZ,NYI,L,37,1980-11-24,Osoyoos,BC,CAN,CAN,80,249,-,-,-,-,-
NATE.RADUNS,PHI,R,34,1984-05-17,Sauk Rapids,MN,USA,USA,75,212,-,-,-,-,-
NATE.THOMPSON,NYI,C,33,1984-10-05,Anchorage,AK,USA,USA,72,212,2003,BOS,6,16,183
NATHAN.GERBE,BUF,C,31,1987-07-24,Oxford,MI,USA,USA,64,176,2005,BUF,5,17,142
NATHAN.MCIVER,ANA,D,33,1985-01-06,Summerside,PE,CAN,CAN,74,205,2003,VAN,8,25,254
NATHAN.OYSTRICK,ATL,D,35,1982-12-17,Regina,SK,CAN,CAN,71,213,2002,ATL,7,1,198
NICK.BOYNTON,FLA,D,39,1979-01-14,Nobleton,ON,CAN,CAN,73,218,1999,BOS,1,21,21
NICK.TARNASKY,FLA,L,33,1984-11-25,Rocky Mountain House,AB,CAN,CAN,74,230,2003,T.B,9,26,287
NICK.TARNASKY,NSH,L,33,1984-11-25,Rocky Mountain House,AB,CAN,CAN,74,230,2003,T.B,9,26,287
NICLAS.HAVELID,N.J,D,45,1973-04-12,Stockholm,,SWE,SWE,72,200,1999,ANA,3,17,83
NIGEL.DAWES,PHX,L,33,1985-02-09,Winnipeg,MB,CAN,CAN,69,200,2003,NYR,5,13,149
NIK.ANTROPOV,NYR,C,38,1980-02-18,Ust-Kamenogorsk,,KAZ,KAZ,78,245,1998,TOR,1,10,10
NIKITA.FILATOV,CBJ,L,28,1990-05-25,Moscow,,RUS,RUS,72,190,2008,CBJ,1,6,6
NIKLAS.HAGMAN,TOR,L,38,1979-12-05,Espoo,,FIN,FIN,70,205,1999,FLA,3,4,70
NIKOLAY.KULEMIN,TOR,L,32,1986-07-14,Magnitogorsk,,RUS,RUS,73,228,2006,TOR,2,14,44
NIKOLAY.ZHERDEV,NYR,R,33,1984-11-05,Kiev,,UKR,RUS,74,203,2003,CBJ,1,4,4
NOAH.WELCH,T.B,D,36,1982-08-26,Brighton,MA,USA,USA,76,215,2001,PIT,2,24,54
OLLI.JOKINEN,CGY,C,39,1978-12-05,Kuopio,,FIN,FIN,74,210,1997,L.A,1,3,3
OLLI.JOKINEN,PHX,C,39,1978-12-05,Kuopio,,FIN,FIN,74,210,1997,L.A,1,3,3
OSCAR.MOLLER,L.A,R,29,1989-01-22,Stockholm,,SWE,SWE,70,189,2007,L.A,2,22,52
OSKAR.OSALA,WSH,L,30,1987-12-26,Vaasa,,FIN,FIN,76,219,2006,WSH,4,4,97
OSSI.VAANANEN,PHI,D,38,1980-08-18,Vantaa,,FIN,FIN,76,215,1998,PHX,2,16,43
OSSI.VAANANEN,VAN,D,38,1980-08-18,Vantaa,,FIN,FIN,76,215,1998,PHX,2,16,43
OWEN.NOLAN,MIN,R,46,1972-02-12,Belfast,,GBR,CAN,73,214,1990,QUE,1,1,1
PASCAL.PELLETIER,CHI,L,35,1983-06-16,Labrador City,NL,CAN,CAN,71,191,-,-,-,-,-
PATRIC.HORNQVIST,NSH,R,31,1987-01-01,Sollentuna,,SWE,SWE,71,189,2005,NSH,7,36,230
PATRICK.DAVIS,N.J,R,31,1986-12-28,Sterling Heights,MI,USA,USA,74,195,2005,N.J,4,8,99
PATRICK.DWYER,CAR,R,35,1983-06-22,Spokane,WA,USA,USA,71,175,2002,ATL,4,20,116
PATRICK.O.SULLIVAN,EDM,C,33,1985-02-01,Toronto,ON,CAN,USA,71,189,2003,MIN,2,26,56
PATRICK.RISSMILLER,NYR,L,39,1978-10-26,Belmont,MA,USA,USA,76,225,-,-,-,-,-
PATRIK.BERGLUND,STL,C,30,1988-06-02,Västerås,,SWE,SWE,76,219,2006,STL,1,25,25
PAUL.BISSONNETTE,PIT,L,33,1985-03-11,Welland,ON,CAN,CAN,74,216,2003,PIT,4,20,121
PAUL.SZCZECHURA,T.B,C,32,1985-11-30,Brantford,ON,CAN,CAN,70,186,-,-,-,-,-
PAVOL.DEMITRA,VAN,R,43,1974-11-29,Dubnica nad Váhom,,SVK,SVK,72,200,1993,OTT,9,19,227
PER.LEDIN,COL,L,40,1978-09-14,Lulea,,SWE,SWE,72,194,-,-,-,-,-
PETER.OLVECKY,MIN,L,32,1985-10-11,Nove Zamky,,SVK,SVK,74,220,2004,MIN,3,13,78
PETER.REGIN,OTT,C,32,1986-04-16,Herning,,DNK,DNK,74,190,2004,OTT,3,22,87
PETR.PRUCHA,PHX,R,36,1982-09-14,Chrudim,,CZE,CZE,72,175,2002,NYR,8,11,240
PETR.VRANA,N.J,L,33,1985-03-29,Sternberk,,CZE,CZE,70,174,2003,N.J,2,12,42
