Player,Team,Position,Age,Date.of.Birth,Birth.City,Birth.State.Province,Birth.Country,Nationality,Height..in.,Weight..lbs.,Draft.Year,Draft.Team,Draft.Round,Round.Pick,Overall.Draft.Position
CHRIS.THORBURN,WPG,R,35,1983-06-03,Sault Ste. Marie,ON,CAN,CAN,75,235,2001,BUF,2,20,50
CHRISTIAN.EHRHOFF,BUF,D,36,1982-07-06,Moers,,DEU,DEU,74,201,2001,S.J,4,10,106
CHUCK.KOBASEW,COL,R,36,1982-04-17,Vancouver,BC,CAN,CAN,72,192,2001,CGY,1,14,14
CLAY.WILSON,CGY,D,35,1983-04-05,Sturgeon Lake,MN,USA,USA,72,195,-,-,-,-,-
CODY.BASS,CBJ,C,31,1987-01-07,Owen sound,ON,CAN,CAN,72,205,2005,OTT,4,4,95
CODY.EAKIN,WSH,C,27,1991-05-24,Winnipeg,MB,CAN,CAN,72,190,2009,WSH,3,24,85
CODY.FRANSON,TOR,D,31,1987-08-08,Sicamous,BC,CAN,CAN,77,224,2005,NSH,3,18,79
CODY.GOLOUBEF,CBJ,D,28,1989-11-30,Mississauga,ON,CAN,CAN,73,200,2008,CBJ,2,7,37
CODY.HODGSON,BUF,C,28,1990-02-18,Toronto,ON,CAN,CAN,72,191,2008,VAN,1,10,10
COLBY.ROBAK,FLA,D,28,1990-04-24,Dauphin,MB,CAN,CAN,75,194,2008,FLA,2,16,46
COLIN.FRASER,L.A,C,33,1985-01-28,Sicamous,BC,CAN,CAN,73,190,2003,PHI,3,1,69
COLIN.MCDONALD,PIT,R,33,1984-09-30,Wethersfield,CT,USA,USA,74,219,2003,EDM,2,21,51
COLIN.WHITE,S.J,D,40,1977-12-12,New glasgow,NS,CAN,CAN,76,215,1996,N.J,2,23,49
COLTEN.TEUBERT,EDM,D,28,1990-03-08,White Rock,BC,CAN,CAN,76,195,2008,L.A,1,13,13
COLTON.GILLIES,CBJ,C,29,1989-02-12,White Rock,BC,CAN,CAN,76,208,2007,MIN,1,16,16
COREY.POTTER,EDM,D,34,1984-01-05,Lansing,MI,USA,USA,75,204,2003,NYR,4,21,122
COREY.TROPP,BUF,R,29,1989-07-25,Grosse Pointe Woods,MI,USA,USA,72,186,2007,BUF,3,28,89
CRAIG.SMITH,NSH,R,29,1989-09-05,Madison,WI,USA,USA,73,208,2009,NSH,4,7,98
DALE.WEISE,VAN,R,30,1988-08-05,Winnipeg,MB,CAN,CAN,74,206,2008,NYR,4,20,111
DALTON.PROUT,CBJ,D,28,1990-03-13,Kingsville,ON,CAN,CAN,75,230,2010,CBJ,6,4,154
DANE.BYERS,CBJ,L,32,1986-02-21,Nipawin,SK,CAN,CAN,75,204,2004,NYR,2,18,48
DANIEL.CARCILLO,CHI,L,33,1985-01-28,King City,ON,CAN,CAN,72,200,2003,PIT,3,5,73
DANIEL.WINNIK,S.J,L,33,1985-03-06,Toronto,ON,CAN,CAN,74,210,2004,PHX,9,7,265
DANY.HEATLEY,MIN,L,37,1981-01-21,Freiburg,,DEU,CAN,75,212,2000,ATL,1,2,2
DARCY.HORDICHUK,EDM,L,38,1980-08-10,Kamsack,SK,CAN,CAN,73,215,2000,ATL,6,13,180
DARROLL.POWE,MIN,C,33,1985-06-22,Saskatoon,SK,CAN,CAN,71,212,-,-,-,-,-
DARRYL.BOYCE,CBJ,C,34,1984-07-07,Summerside,PE,CAN,CAN,72,200,-,-,-,-,-
DAVID.BOOTH,VAN,L,33,1984-11-24,Detroit,MI,USA,USA,72,212,2004,FLA,2,23,53
DAVID.MCINTYRE,MIN,C,31,1987-02-04,Oakville,ON,CAN,CAN,72,190,2006,DAL,5,15,138
DAVID.RUNDBLAD,OTT,D,27,1990-10-08,Lycksele,,SWE,SWE,74,187,2009,STL,1,17,17
DAVID.RUNDBLAD,PHX,D,27,1990-10-08,Lycksele,,SWE,SWE,74,187,2009,STL,1,17,17
DAVID.SAVARD,CBJ,D,27,1990-10-22,St. Hyacinthe,QC,CAN,CAN,74,227,2009,CBJ,4,3,94
DAVID.STECKEL,TOR,C,36,1982-03-15,Milwaukee,WI,USA,USA,78,215,2001,L.A,1,30,30
DAVID.ULLSTROM,NYI,L,29,1989-04-22,Jönköping,,SWE,SWE,74,195,2008,NYI,4,11,102
DAYMOND.LANGKOW,PHX,C,41,1976-09-27,Edmonton,AB,CAN,CAN,70,181,1995,T.B,1,5,5
DEREK.MEECH,WPG,D,34,1984-04-21,Winnipeg,MB,CAN,CAN,71,200,2002,DET,7,32,229
DEREK.SMITH,CGY,D,33,1984-10-13,Belleville,ON,CAN,CAN,73,197,-,-,-,-,-
DEREK.WHITMORE,BUF,L,33,1984-12-17,Rochester,NY,USA,USA,70,190,-,-,-,-,-
DEVANTE.SMITH.PELLY,ANA,R,26,1992-06-14,Scarborough,ON,CAN,CAN,72,223,2010,ANA,2,12,42
DEVIN.SETOGUCHI,MIN,R,31,1987-01-01,Taber,AB,CAN,CAN,72,205,2005,S.J,1,8,8
DMITRY.ORLOV,WSH,D,27,1991-07-23,Novokuznetsk,,RUS,RUS,71,212,2009,WSH,2,25,55
DOMINIC.MOORE,S.J,C,38,1980-08-03,Thornhill,ON,CAN,CAN,72,192,2000,NYR,3,30,95
DUSTIN.BYFUGLIEN,WPG,D,33,1985-03-27,Roseau,MN,USA,USA,77,260,2003,CHI,8,16,245
DYLAN.OLSEN,CHI,D,27,1991-01-03,Salt Lake City,UT,USA,CAN,74,223,2009,CHI,1,28,28
ED.JOVANOVSKI,FLA,D,42,1976-06-26,Windsor,ON,CAN,CAN,75,220,1994,FLA,1,1,1
ERIC.BELANGER,EDM,C,40,1977-12-16,Sherbrooke,QC,CAN,CAN,71,185,1996,L.A,4,16,96
ERIC.BOULTON,N.J,L,42,1976-08-17,Halifax,NS,CAN,CAN,72,227,1994,NYR,9,26,234
ERIC.FEHR,WPG,C,33,1985-09-07,Winkler,MB,CAN,CAN,76,208,2003,WSH,1,18,18
ERIC.NYSTROM,DAL,L,35,1983-02-14,Syosset,NY,USA,USA,73,200,2002,CGY,1,10,10
ERIK.CHRISTENSEN,MIN,C,34,1983-12-17,Edmonton,AB,CAN,CAN,73,200,2002,PIT,3,6,69
ERIK.COLE,MTL,L,39,1978-11-06,Oswego,NY,USA,USA,74,205,1998,CAR,3,13,71
ERIK.GUDBRANSON,FLA,D,26,1992-01-07,Ottawa,ON,CAN,CAN,77,220,2010,FLA,1,3,3
ETHAN.MOREAU,L.A,L,42,1975-09-22,Huntsville,ON,CAN,CAN,75,223,1994,CHI,1,14,14
EVAN.BROPHEY,COL,C,31,1986-12-03,Kitchener,ON,CAN,CAN,74,199,2005,CHI,3,7,68
EVAN.OBERG,T.B,D,30,1988-02-16,Forestburg,AB,CAN,CAN,72,191,-,-,-,-,-
EVANDER.KANE,WPG,L,27,1991-08-02,Vancouver,BC,CAN,CAN,74,212,2009,ATL,1,4,4
EVGENY.GRACHEV,STL,C,28,1990-02-21,Khabarovsk,,RUS,RUS,76,225,2008,NYR,3,14,75
FABIAN.BRUNNSTROM,DET,L,33,1985-02-06,Jonstorp,,SWE,SWE,73,206,-,-,-,-,-
FRÉDÉRIC.ST.DENIS,MTL,D,32,1986-01-23,Greenfield Park,QC,CAN,CAN,71,192,-,-,-,-,-
GABRIEL.BOURQUE,NSH,L,27,1990-09-23,Rimouski,QC,CAN,CAN,70,206,2009,NSH,5,11,132
GABRIEL.DUMONT,MTL,C,27,1990-10-06,Ville Degelis,QC,CAN,CAN,70,190,2009,MTL,5,18,139
GABRIEL.LANDESKOG,COL,L,25,1992-11-23,Stockholm,,SWE,SWE,73,215,2011,COL,1,2,2
GILBERT.BRULE,PHX,C,31,1987-01-01,Edmonton,AB,CAN,CAN,71,187,2005,CBJ,1,6,6
GRANT.CLITSOME,WPG,D,33,1985-04-14,Gloucester,ON,CAN,CAN,71,211,2004,CBJ,9,13,271
GREG.RALLO,FLA,C,37,1981-08-26,Gurnee,IL,USA,USA,72,195,-,-,-,-,-
GREG.ZANON,BOS,D,38,1980-06-05,Burnaby,BC,CAN,CAN,71,201,2000,OTT,5,26,156
GUILLAUME.DESBIENS,CGY,R,33,1985-04-20,Alma,QC,CAN,CAN,74,210,2003,ATL,4,15,116
GUSTAV.NYQUIST,DET,R,29,1989-09-01,Halmstad,,SWE,SWE,71,184,2008,DET,4,30,121
HAL.GILL,NSH,D,43,1975-04-06,Concord,MA,USA,USA,79,243,1993,BOS,8,25,207
HARRY.ZOLNIERCZYK,PHI,L,31,1987-09-01,Toronto,ON,CAN,CAN,71,180,-,-,-,-,-
IAN.WHITE,DET,D,34,1984-06-04,Steinbach,MB,CAN,CAN,70,191,2002,TOR,6,25,191
J.T..BROWN,T.B,R,28,1990-07-02,Burnsville,MN,USA,USA,70,169,-,-,-,-,-
JACK.HILLEN,NSH,D,32,1986-01-24,Minnetonka,MN,USA,USA,70,190,-,-,-,-,-
JACK.JOHNSON,CBJ,D,31,1987-01-13,Indianapolis,IN,USA,USA,73,227,2005,CAR,1,3,3
JADEN.SCHWARTZ,STL,L,26,1992-06-25,Wilcox,SK,CAN,CAN,70,190,2010,STL,1,14,14
JAKE.DOWELL,DAL,C,33,1985-03-04,Eau Claire,WI,USA,USA,72,200,2004,CHI,5,11,140
JAKE.GARDINER,TOR,D,28,1990-07-04,Minnetonka,MN,USA,USA,74,200,2008,ANA,1,17,17
JAKUB.VORACEK,PHI,R,29,1989-08-15,Kladno,,CZE,CZE,74,214,2007,CBJ,1,7,7
JAMAL.MAYERS,CHI,R,43,1974-10-24,Toronto,ON,CAN,CAN,73,222,1993,STL,4,11,89
JAMES.WISNIEWSKI,CBJ,D,34,1984-02-21,Canton,MI,USA,USA,71,203,2002,CHI,5,25,156
JAMIE.LANGENBRUNNER,STL,R,43,1975-07-24,Cloquet,MN,USA,USA,73,205,1993,DAL,2,9,35
JAMIE.MCGINN,COL,L,30,1988-08-05,Fergus,ON,CAN,CAN,73,205,2006,S.J,2,6,36
JAN.HEJDA,COL,D,40,1978-06-18,Prague,,CZE,CZE,76,230,2003,BUF,4,5,106
JAROD.PALMER,MIN,C,32,1986-02-10,Fridley,MN,USA,USA,72,200,-,-,-,-,-
JAROMIR.JAGR,PHI,R,46,1972-02-15,Kladno,,CZE,CZE,75,230,1990,PIT,1,5,5
JAROSLAV.SPACEK,CAR,D,44,1974-02-11,Rokycany,,CZE,CZE,72,210,1998,FLA,5,3,117
JASON.ARNOTT,STL,C,43,1974-10-11,Collingwood,ON,CAN,CAN,77,220,1993,EDM,1,7,7
JASON.JAFFRAY,WPG,L,37,1981-06-30,Olds,AB,CAN,CAN,73,195,-,-,-,-,-
JASON.WILLIAMS,PIT,C,38,1980-08-11,London,ON,CAN,CAN,71,192,-,-,-,-,-
JASON.ZUCKER,MIN,L,26,1992-01-16,Newport Beach,CA,USA,USA,71,187,2010,MIN,2,29,59
JAY.PANDOLFO,NYI,L,43,1974-12-27,Winchester,MA,USA,USA,73,190,1993,N.J,2,6,32
JEAN.FRANCOIS.JACQUES,ANA,L,33,1985-04-29,Montreal,QC,CAN,CAN,75,231,2003,EDM,2,38,68
JEFF.CARTER,CBJ,C,33,1985-01-01,London,ON,CAN,CAN,75,217,2003,PHI,1,11,11
JEFF.CARTER,L.A,C,33,1985-01-01,London,ON,CAN,CAN,75,217,2003,PHI,1,11,11
JEFF.HALPERN,WSH,C,42,1976-05-03,Washington,DC,USA,USA,72,190,-,-,-,-,-
JEFF.TAFFE,MIN,L,37,1981-02-19,Hastings,MN,USA,USA,75,207,2000,STL,1,30,30
JEFF.WOYWITKA,NYR,D,35,1983-09-01,Vermilion,AB,CAN,CAN,75,227,2001,PHI,1,27,27
JEREMY.WELSH,CAR,C,30,1988-04-30,Bayfield,ON,CAN,CAN,75,210,-,-,-,-,-
JERRED.SMITHSON,FLA,C,39,1979-02-04,Vernon,BC,CAN,CAN,75,209,-,-,-,-,-
JIM.SLATER,WPG,C,35,1982-12-09,Lapeer,MI,USA,USA,72,195,2002,ATL,1,30,30
JIM.VANDERMEER,S.J,D,38,1980-02-21,Caroline,AB,CAN,CAN,73,210,-,-,-,-,-
JIMMY.HAYES,CHI,R,28,1989-11-21,Dorchester,MA,USA,USA,77,215,2008,TOR,2,30,60
JOAKIM.ANDERSSON,DET,C,29,1989-02-05,Munkedal,,SWE,SWE,74,211,2007,DET,3,27,88
JOAKIM.LINDSTROM,COL,C,34,1983-12-05,Skellefteå,,SWE,SWE,72,187,2002,CBJ,2,11,41
JOE.CORVO,BOS,D,41,1977-06-20,Oak Park,IL,USA,USA,72,204,1997,L.A,4,3,83
JOE.FINLEY,BUF,D,31,1987-06-29,Edina,MN,USA,USA,80,245,2005,WSH,1,27,27
JOE.PISKULA,CGY,D,34,1984-07-05,Antigo,WI,USA,USA,75,205,-,-,-,-,-
JOEL.RECHLICZ,WSH,R,31,1987-06-14,Brookfield,WI,USA,USA,76,220,-,-,-,-,-
JOEL.WARD,WSH,R,37,1980-12-02,North York,ON,CAN,CAN,73,225,-,-,-,-,-
JOHN.MADDEN,FLA,C,45,1973-05-04,Toronto,ON,CAN,CAN,71,190,-,-,-,-,-
JOHN.MITCHELL,NYR,C,33,1985-01-22,Oakville,ON,CAN,CAN,73,204,2003,TOR,5,22,158
JOHN.SCOTT,NYR,L,35,1982-09-26,Edmonton,AB,CAN,CAN,80,260,-,-,-,-,-
JOHN.MICHAEL.LILES,TOR,D,37,1980-11-25,Indianapolis,IN,USA,USA,70,185,2000,COL,5,29,159
JOHNNY.ODUYA,CHI,D,36,1981-10-01,Stockholm,,SWE,SWE,72,195,2001,WSH,7,25,221
JOHNNY.ODUYA,WPG,D,36,1981-10-01,Stockholm,,SWE,SWE,72,195,2001,WSH,7,25,221
JON.DISALVATORE,MIN,R,37,1981-03-30,Bangor,ME,USA,USA,73,200,2000,S.J,4,8,104
JON.MATSUMOTO,FLA,C,31,1986-10-13,Ottawa,ON,CAN,CAN,72,185,2006,PHI,3,16,79
JORDAN.EBERLE,EDM,"C, R",28,1990-05-15,Regina,SK,CAN,CAN,71,187,2008,EDM,1,22,22
JORDAN.NOLAN,L.A,C,29,1989-06-23,"Garden River, First Nations",ON,CAN,CAN,75,219,2009,L.A,7,5,186
JORDIE.BENN,DAL,D,31,1987-07-26,Victoria,BC,CAN,CAN,74,198,-,-,-,-,-
JOSH.GREEN,EDM,C,40,1977-11-16,Camrose,AB,CAN,CAN,75,218,1996,L.A,2,4,30
JOSH.HENNESSY,BOS,C,33,1985-02-07,Brockton,MA,USA,USA,72,200,2003,S.J,2,13,43
JT.WYMAN,T.B,R,32,1986-02-27,Edina,MN,USA,USA,74,209,2004,MTL,4,2,100
JUSTIN.FAULK,CAR,D,26,1992-03-20,South St.Paul,MN,USA,USA,72,215,2010,CAR,2,7,37
KEITH.AULIE,T.B,D,29,1989-06-11,Rouleau,SK,CAN,CAN,78,222,2007,CGY,4,25,116
KENNDAL.MCARDLE,WPG,L,31,1987-01-04,Toronto,ON,CAN,CAN,71,190,2005,FLA,1,20,20
KENT.HUSKINS,STL,D,39,1979-05-04,Almonte,ON,CAN,CAN,76,210,1998,CHI,6,11,156
KEVIN.MARSHALL,PHI,D,29,1989-03-10,Boucherville,QC,CAN,CAN,73,191,2007,PHI,2,11,41
KRIS.FREDHEIM,MIN,D,31,1987-02-23,Campbell River,BC,CAN,CAN,74,170,2005,VAN,6,23,185
KRIS.RUSSELL,STL,D,31,1987-05-02,Caroline,AB,CAN,CAN,70,173,2005,CBJ,3,6,67
KRIS.VERSTEEG,FLA,R,32,1986-05-13,Lethbridge,AB,CAN,CAN,71,176,2004,BOS,5,5,134
KRISTOPHER.FOUCAULT,MIN,L,27,1990-12-12,Calgary,AB,CAN,CAN,73,188,2009,MIN,4,12,103
KRYS.BARCH,FLA,R,38,1980-03-26,Hamilton,ON,CAN,CAN,74,225,1998,WSH,4,20,106
KRYS.KOLANOS,CGY,C,37,1981-07-27,Calgary,AB,CAN,CAN,74,195,2000,PHX,1,19,19
KURTIS.FOSTER,ANA,D,36,1981-11-24,Carp,ON,CAN,CAN,77,225,2000,CGY,2,10,40
KURTIS.FOSTER,N.J,D,36,1981-11-24,Carp,ON,CAN,CAN,77,225,2000,CGY,2,10,40
KYLE.CHIPCHURA,PHX,C,32,1986-02-19,Westlock,AB,CAN,CAN,74,203,2004,MTL,1,18,18
KYLE.TURRIS,OTT,C,29,1989-08-14,New Westminster,BC,CAN,CAN,73,190,2007,PHX,1,3,3
KYLE.WELLWOOD,WPG,C,35,1983-05-16,Windsor,ON,CAN,CAN,70,181,2001,TOR,5,3,134
KYLE.WILSON,NSH,C,33,1984-12-15,Oakville,ON,CAN,CAN,73,200,2004,MIN,9,14,272
LANE.MACDERMID,BOS,L,29,1989-08-25,Hartford,CT,USA,USA,75,215,2009,BOS,4,21,112
LEE.STEMPNIAK,CGY,R,35,1983-02-04,West Seneca,NY,USA,USA,71,195,2003,STL,5,12,148
LENNART.PETRELL,EDM,L,34,1984-04-13,Helsinki,,FIN,FIN,75,215,2004,CBJ,6,27,190
LOUIS.LEBLANC,MTL,C,27,1991-01-26,Pointe-Claire,QC,CAN,CAN,72,188,2009,MTL,1,18,18
MARC.ANDRE.BOURDON,PHI,D,29,1989-09-17,St-Hyacinthe,QC,CAN,CAN,72,206,2008,PHI,3,6,67
MARC.ANDRE.GRAGNANI,VAN,D,31,1987-03-11,Montreal,QC,CAN,CAN,75,205,2005,BUF,3,26,87
MARC.ANTOINE.POULIOT,PHX,C,33,1985-05-22,,QC,CAN,CAN,74,203,2003,EDM,1,22,22
MARCEL.GOC,FLA,C,35,1983-08-24,Calw,,DEU,DEU,73,197,2001,S.J,1,20,20
MARCO.STURM,FLA,L,40,1978-09-08,Dingolfing,,DEU,DEU,72,196,1996,S.J,1,21,21
MARCO.STURM,VAN,L,40,1978-09-08,Dingolfing,,DEU,DEU,72,196,1996,S.J,1,21,21
MARCUS.FOLIGNO,BUF,L,27,1991-08-10,Buffalo,NY,USA,CAN,75,232,2009,BUF,4,13,104
MAREK.ZIDLICKY,N.J,D,41,1977-02-03,Most,,CZE,CZE,71,190,2001,NYR,6,11,176
MARK.BELL,ANA,C,38,1980-08-05,St. Pauls,ON,CAN,CAN,76,220,1998,CHI,1,8,8
MARK.BOROWIECKI,OTT,D,29,1989-07-12,Ottawa,ON,CAN,CAN,73,216,2008,OTT,5,18,139
MARK.CULLEN,FLA,C,39,1978-10-28,Moorhead,MN,USA,USA,71,182,-,-,-,-,-
MARK.FLOOD,WPG,D,33,1984-09-29,Charlottetown,PE,CAN,CAN,73,195,2003,MTL,6,21,188
MARK.LETESTU,CBJ,C,33,1985-02-04,Elk Point,AB,CAN,CAN,70,195,-,-,-,-,-
MARK.MANCARI,VAN,R,33,1985-07-11,London,ON,CAN,CAN,76,208,2004,BUF,7,14,207
MARK.SCHEIFELE,WPG,C,25,1993-03-15,Kitchener,ON,CAN,CAN,75,207,2011,WPG,1,7,7
MARK.STUART,WPG,D,34,1984-04-27,Rochester,MN,USA,USA,74,215,2003,BOS,1,21,21
MARTIN.HAVLAT,S.J,R,37,1981-04-19,Mlada Boleslav,,CZE,CZE,74,210,1999,OTT,1,26,26
MARTY.REASONER,NYI,C,41,1977-02-26,Honeoye Falls,NY,USA,USA,73,197,1996,STL,1,14,14
MAT.CLARK,ANA,D,27,1990-10-17,Wheat Ridge,CO,USA,USA,75,225,2009,ANA,2,7,37
MATT.BRADLEY,FLA,R,40,1978-06-13,Stittsville,ON,CAN,CAN,75,200,1996,S.J,4,22,102
MATT.DONOVAN,NYI,D,28,1990-05-09,Edmond,OK,USA,USA,73,205,2008,NYI,4,5,96
MATT.FRASER,DAL,R,28,1990-05-20,Red Deer,AB,CAN,CAN,75,206,-,-,-,-,-
MATT.GILROY,OTT,D,34,1984-07-20,North Bellmore,NY,USA,USA,73,199,-,-,-,-,-
MATT.GILROY,T.B,D,34,1984-07-20,North Bellmore,NY,USA,USA,73,199,-,-,-,-,-
MATT.READ,PHI,R,32,1986-06-14,Ilderton,ON,CAN,CAN,70,185,-,-,-,-,-
MATT.WATKINS,PHX,R,31,1986-11-22,Aylesbury,SK,CAN,CAN,70,181,2005,DAL,5,35,160
MATTHEW.LOMBARDI,TOR,C,36,1982-03-18,Montreal,QC,CAN,CAN,71,195,2002,CGY,3,27,90
MATTIAS.EKHOLM,NSH,D,28,1990-05-24,Borlange,,SWE,SWE,76,215,2009,NSH,4,11,102
MAX.SAUVE,BOS,C,28,1990-01-30,Tours,,FRA,CAN,72,185,2008,BOS,2,17,47
MAX.TALBOT,PHI,C,34,1984-02-11,Lemoyne,QC,CAN,CAN,71,186,2002,PIT,8,5,234
MAXIME.MACENAUER,ANA,C,29,1989-01-04,Laval,QC,CAN,CAN,71,188,2007,ANA,3,2,63
MICHAEL.RYDER,DAL,R,38,1980-03-31,Bonavista,NL,CAN,CAN,73,200,1998,MTL,8,16,216
MICHAEL.STONE,PHX,D,28,1990-06-07,Winnipeg,MB,CAN,CAN,75,210,2008,PHX,3,8,69
MICHAL.HANDZUS,S.J,C,41,1977-03-11,Banská Bystrica,,SVK,SVK,77,215,1995,STL,4,23,101
MIKA.ZIBANEJAD,OTT,C,25,1993-04-18,Huddinge,,SWE,SWE,74,227,2011,OTT,1,6,6
MIKAEL.SAMUELSSON,FLA,R,41,1976-12-23,Mariefred,,SWE,SWE,74,218,1998,S.J,5,31,145
MIKE.ANGELIDIS,T.B,L,33,1985-06-27,Woodbridge,ON,CAN,CAN,73,214,-,-,-,-,-
MIKE.BLUNDEN,MTL,R,31,1986-12-15,Toronto,ON,CAN,CAN,76,217,2005,CHI,2,13,43
MIKE.CAMMALLERI,CGY,L,36,1982-06-08,Toronto,ON,CAN,CAN,69,185,2001,L.A,2,19,49
MIKE.COMMODORE,DET,D,38,1979-11-07,Fort Saskatchewan,AB,CAN,CAN,76,227,1999,N.J,2,14,42
MIKE.COMMODORE,T.B,D,38,1979-11-07,Fort Saskatchewan,AB,CAN,CAN,76,227,1999,N.J,2,14,42
MIKE.CONNOLLY,COL,L,29,1989-07-03,Calgary,AB,CAN,CAN,69,180,-,-,-,-,-
MIKE.DUCO,VAN,R,31,1987-07-08,Toronto,ON,CAN,CAN,70,200,-,-,-,-,-
MIKE.HOFFMAN,OTT,L,28,1989-11-24,Kitchener,ON,CAN,CAN,72,180,2009,OTT,5,9,130
MIKE.LUNDIN,MIN,D,33,1984-09-24,Burnsville,MN,USA,USA,74,190,2004,T.B,4,4,102
MIKE.MOTTAU,BOS,D,40,1978-03-19,Quincy,MA,USA,USA,72,195,1997,NYR,7,21,182
MIKE.RICHARDS,L.A,C,33,1985-02-11,Kenora,ON,CAN,CAN,71,196,2003,PHI,1,24,24
MIKE.RUPP,NYR,L,38,1980-01-13,Cleveland,OH,USA,USA,77,235,2000,N.J,3,11,76
MILAN.KYTNAR,EDM,C,29,1989-05-19,Topolcany,,SVK,SVK,72,190,2007,EDM,5,6,127
NATE.GUENIN,ANA,D,35,1982-12-10,Aliquippa,PA,USA,USA,75,207,2002,NYR,4,31,127
NICK.JOHNSON,MIN,R,32,1985-12-24,Calgary,AB,CAN,CAN,74,200,2004,PIT,3,2,67
NICK.PALMIERI,MIN,R,29,1989-07-12,Utica,NY,USA,USA,75,220,2007,N.J,3,18,79
NICK.SCHULTZ,EDM,D,36,1982-08-25,Strasbourg,SK,CAN,CAN,73,203,2000,MIN,2,3,33
NICKLAS.GROSSMANN,PHI,D,33,1985-01-22,Stockholm,,SWE,SWE,76,230,2004,DAL,2,26,56
NICLAS.BERGFORS,NSH,R,31,1987-03-07,Sodertalje,,SWE,SWE,70,194,2005,N.J,1,23,23
NIK.ANTROPOV,WPG,C,38,1980-02-18,Ust-Kamenogorsk,,KAZ,KAZ,78,245,1998,TOR,1,10,10
NIKITA.FILATOV,OTT,L,28,1990-05-25,Moscow,,RUS,RUS,72,190,2008,CBJ,1,6,6
NIKITA.NIKITIN,CBJ,D,32,1986-06-16,Omsk,,RUS,RUS,76,217,2004,STL,5,7,136
NIKLAS.HAGMAN,ANA,L,38,1979-12-05,Espoo,,FIN,FIN,70,205,1999,FLA,3,4,70
NOLAN.YONKMAN,FLA,D,37,1981-04-01,Punnichy,SK,CAN,CAN,78,247,1999,WSH,2,9,37
PATRICE.CORMIER,WPG,C,28,1990-06-14,Moncton,NB,CAN,CAN,74,215,2008,N.J,2,24,54
PATRICK.MAROON,ANA,L,30,1988-04-23,St. Louis,MO,USA,USA,75,225,2007,PHI,6,10,161
PATRICK.O.SULLIVAN,PHX,C,33,1985-02-01,Toronto,ON,CAN,USA,71,189,2003,MIN,2,26,56
PAUL.BYRON,CGY,L,29,1989-04-27,Ottawa,ON,CAN,CAN,69,162,2007,BUF,6,28,179
PAUL.GAUSTAD,NSH,C,36,1982-02-03,Fargo,ND,USA,USA,77,227,2000,BUF,7,23,220
PAUL.POSTMA,WPG,D,29,1989-02-22,Red Deer,AB,CAN,CAN,75,195,2007,ATL,7,24,205
PAUL.SZCZECHURA,BUF,C,32,1985-11-30,Brantford,ON,CAN,CAN,70,186,-,-,-,-,-
PAVEL.KUBINA,PHI,D,41,1977-04-15,Celadna,,CZE,CZE,76,258,1996,T.B,7,17,179
PETER.HARROLD,N.J,D,35,1983-06-08,Kirtland Hills,OH,USA,USA,71,180,-,-,-,-,-
PETER.HOLLAND,ANA,C,27,1991-01-14,Toronto,ON,CAN,CAN,74,205,2009,ANA,1,15,15
PETR.SYKORA,N.J,R,41,1976-11-19,Plzen,,CZE,CZE,72,190,1995,N.J,1,18,18
PETTERI.NOKELAINEN,MTL,C,32,1986-01-16,Imatra,,FIN,FIN,73,201,2004,NYI,1,16,16
PHILIPPE.CORNET,EDM,L,28,1990-03-28,Val-Senneville,QC,CAN,CAN,72,196,2008,EDM,5,12,133
PHILIPPE.DUPUIS,TOR,C,33,1985-04-24,Laval,QC,CAN,CAN,72,196,2003,CBJ,4,3,104
PIERRE.CEDRIC.LABRIE,T.B,L,31,1986-12-06,Baie-Comeau,QC,CAN,CAN,75,226,-,-,-,-,-
PIERRE.LUC.LETOURNEAU.LEBLOND,CGY,R,33,1985-06-04,Levis,QC,CAN,CAN,73,218,2004,N.J,7,23,216
RADEK.DVORAK,DAL,R,41,1977-03-09,Tabor,,CZE,CZE,74,195,1995,FLA,1,10,10
RADEK.MARTINEK,CBJ,D,42,1976-08-31,Havlickuv Brod,,CZE,CZE,72,205,1999,NYI,8,13,228
RAFFI.TORRES,PHX,L,36,1981-10-08,Toronto,ON,CAN,CAN,72,215,2000,NYI,1,5,5
RANDY.JONES,WPG,D,37,1981-07-23,Quispamsis,NB,CAN,CAN,74,210,-,-,-,-,-
RAPHAEL.DIAZ,MTL,D,32,1986-01-09,Baar,,CHE,CHE,71,197,-,-,-,-,-
REILLY.SMITH,DAL,R,27,1991-04-01,Toronto,ON,CAN,CAN,72,185,2009,DAL,3,8,69
RENE.BOURQUE,MTL,R,36,1981-12-10,Lac La Biche,AB,CAN,CAN,74,217,-,-,-,-,-
RICHARD.PARK,PIT,R,42,1976-05-27,Seoul,,KOR,USA,71,190,1994,PIT,2,24,50
RILEY.NASH,CAR,C,29,1989-05-09,Consort,AB,CAN,CAN,73,190,2007,EDM,1,21,21
RILEY.SHEAHAN,DET,C,26,1991-12-07,St. Catharines,ON,CAN,CAN,75,214,2010,DET,1,21,21
ROB.KLINKHAMMER,OTT,L,32,1986-08-12,Lethbridge,AB,CAN,CAN,75,214,-,-,-,-,-
ROBERT.BORTUZZO,PIT,D,29,1989-03-18,Thunder Bay,ON,CAN,CAN,76,216,2007,PIT,3,17,78
ROBYN.REGEHR,BUF,D,38,1980-04-19,Recife,,BRA,CAN,75,222,1998,COL,1,19,19
